phase,cell_id,run_id,np,shipment,epoch_s,seed,seed_index,seeds_per_cell,lambda_events_per_min,offered_load_epm,epochs_target
confirmation,confirmation-np500-sh64-ep30,confirmation-np500-sh64-ep30#s2187349550,500,64,30,2187349550,9,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s4121717805,500,64,120,4121717805,0,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s3821475593,500,64,120,3821475593,1,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s3448064043,500,64,120,3448064043,2,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s3299498404,500,64,120,3299498404,3,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s2008524479,500,64,120,2008524479,4,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s1829385308,500,64,120,1829385308,5,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s645520392,500,64,120,645520392,6,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s2942337191,500,64,120,2942337191,7,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s3454339173,500,64,120,3454339173,8,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep120,confirmation-np500-sh64-ep120#s2289667825,500,64,120,2289667825,9,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s2861755139,500,64,300,2861755139,0,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s2604903055,500,64,300,2604903055,1,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s521282315,500,64,300,521282315,2,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s639239127,500,64,300,639239127,3,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s601775379,500,64,300,601775379,4,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s1298886457,500,64,300,1298886457,5,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s3567898760,500,64,300,3567898760,6,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s3004630551,500,64,300,3004630551,7,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s1435972276,500,64,300,1435972276,8,10,3.84,1920.0,4
confirmation,confirmation-np500-sh64-ep300,confirmation-np500-sh64-ep300#s1350167143,500,64,300,1350167143,9,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s2760807419,500,128,30,2760807419,0,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s3421899125,500,128,30,3421899125,1,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s4121007392,500,128,30,4121007392,2,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s3222703911,500,128,30,3222703911,3,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s51963711,500,128,30,51963711,4,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s2572629344,500,128,30,2572629344,5,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s2063120624,500,128,30,2063120624,6,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s1601758541,500,128,30,1601758541,7,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s3526477534,500,128,30,3526477534,8,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep30,confirmation-np500-sh128-ep30#s726024149,500,128,30,726024149,9,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1875680946,500,128,120,1875680946,0,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1753905659,500,128,120,1753905659,1,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1863044217,500,128,120,1863044217,2,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1280577615,500,128,120,1280577615,3,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s449514405,500,128,120,449514405,4,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s3213026196,500,128,120,3213026196,5,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s57955300,500,128,120,57955300,6,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1889494352,500,128,120,1889494352,7,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s3436382970,500,128,120,3436382970,8,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep120,confirmation-np500-sh128-ep120#s1040080805,500,128,120,1040080805,9,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s2467813849,500,128,300,2467813849,0,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s1985225806,500,128,300,1985225806,1,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s725883014,500,128,300,725883014,2,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s3787941527,500,128,300,3787941527,3,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s925520177,500,128,300,925520177,4,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s1790908224,500,128,300,1790908224,5,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s2498298682,500,128,300,2498298682,6,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s381718172,500,128,300,381718172,7,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s1191867988,500,128,300,1191867988,8,10,3.84,1920.0,4
confirmation,confirmation-np500-sh128-ep300,confirmation-np500-sh128-ep300#s2346528700,500,128,300,2346528700,9,10,3.84,1920.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s4050795121,2000,16,30,4050795121,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s3572730802,2000,16,30,3572730802,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s1017050459,2000,16,30,1017050459,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s3485044571,2000,16,30,3485044571,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s1549691327,2000,16,30,1549691327,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s2294412925,2000,16,30,2294412925,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s1812507426,2000,16,30,1812507426,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s3364908990,2000,16,30,3364908990,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s974565579,2000,16,30,974565579,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep30,confirmation-np2000-sh16-ep30#s3532418808,2000,16,30,3532418808,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s4287150140,2000,16,120,4287150140,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s301347846,2000,16,120,301347846,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s697529259,2000,16,120,697529259,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s102132714,2000,16,120,102132714,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s4209130164,2000,16,120,4209130164,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s3182425352,2000,16,120,3182425352,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s3978662342,2000,16,120,3978662342,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s431031806,2000,16,120,431031806,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s3990769159,2000,16,120,3990769159,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep120,confirmation-np2000-sh16-ep120#s2644894966,2000,16,120,2644894966,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s2380603379,2000,16,300,2380603379,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s3253549877,2000,16,300,3253549877,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s1508342474,2000,16,300,1508342474,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s3155303790,2000,16,300,3155303790,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s2133390807,2000,16,300,2133390807,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s2185594777,2000,16,300,2185594777,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s2698336412,2000,16,300,2698336412,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s3390801581,2000,16,300,3390801581,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s3587048737,2000,16,300,3587048737,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh16-ep300,confirmation-np2000-sh16-ep300#s70221134,2000,16,300,70221134,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s2810430450,2000,64,30,2810430450,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s1094118886,2000,64,30,1094118886,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s1725932726,2000,64,30,1725932726,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s1515932252,2000,64,30,1515932252,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s4051509550,2000,64,30,4051509550,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s653948397,2000,64,30,653948397,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s103070742,2000,64,30,103070742,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s2030654580,2000,64,30,2030654580,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s4049570953,2000,64,30,4049570953,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep30,confirmation-np2000-sh64-ep30#s3923732610,2000,64,30,3923732610,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s3077541761,2000,64,120,3077541761,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s1577154099,2000,64,120,1577154099,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s752601869,2000,64,120,752601869,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s1791183250,2000,64,120,1791183250,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s3198903842,2000,64,120,3198903842,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s1967900361,2000,64,120,1967900361,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s3724255815,2000,64,120,3724255815,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s1521669645,2000,64,120,1521669645,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s2111799087,2000,64,120,2111799087,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep120,confirmation-np2000-sh64-ep120#s862997342,2000,64,120,862997342,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s152045537,2000,64,300,152045537,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s2365150378,2000,64,300,2365150378,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s2834592460,2000,64,300,2834592460,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s910369448,2000,64,300,910369448,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s3760307046,2000,64,300,3760307046,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s2464737706,2000,64,300,2464737706,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s2833393532,2000,64,300,2833393532,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s1629993813,2000,64,300,1629993813,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s2479810189,2000,64,300,2479810189,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh64-ep300,confirmation-np2000-sh64-ep300#s4143668934,2000,64,300,4143668934,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s70437731,2000,128,30,70437731,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s81029354,2000,128,30,81029354,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s2878236465,2000,128,30,2878236465,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s1943583979,2000,128,30,1943583979,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s2807317770,2000,128,30,2807317770,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s919960796,2000,128,30,919960796,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s1473707111,2000,128,30,1473707111,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s4246053528,2000,128,30,4246053528,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s611440483,2000,128,30,611440483,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep30,confirmation-np2000-sh128-ep30#s349003290,2000,128,30,349003290,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s1114851922,2000,128,120,1114851922,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s350706422,2000,128,120,350706422,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s2735557572,2000,128,120,2735557572,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s1401522176,2000,128,120,1401522176,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s747066906,2000,128,120,747066906,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s3291791434,2000,128,120,3291791434,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s2068025811,2000,128,120,2068025811,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s3960818313,2000,128,120,3960818313,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s3550590657,2000,128,120,3550590657,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep120,confirmation-np2000-sh128-ep120#s3548492284,2000,128,120,3548492284,9,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s1304733136,2000,128,300,1304733136,0,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s770792178,2000,128,300,770792178,1,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s1615110391,2000,128,300,1615110391,2,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s2960108869,2000,128,300,2960108869,3,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s332205328,2000,128,300,332205328,4,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s2130557535,2000,128,300,2130557535,5,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s3786861394,2000,128,300,3786861394,6,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s2520432693,2000,128,300,2520432693,7,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s12116651,2000,128,300,12116651,8,10,3.84,7680.0,4
confirmation,confirmation-np2000-sh128-ep300,confirmation-np2000-sh128-ep300#s1228861248,2000,128,300,1228861248,9,10,3.84,7680.0,4
